Any,zona,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,C_VELOCITAT_VIA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,hor,grupHor,tipAcc,tipDia,Mes,Mortalitat
2010,1,13,0,0,1,0,1,2,0,1,0,0,1,0,100.0,0,3,11,4,0,2,1,0,1,2,0,5,0,2,5,5,5,4,0,17.3,2,4,1,8,0
2010,0,34,2,0,1,0,1,1,0,0,0,0,0,1,100.0,0,2,1,4,0,0,0,0,1,4,2,7,1,0,5,4,2,2,0,9.27,0,5,3,4,0
2010,1,13,0,0,1,0,1,1,0,1,0,0,0,0,100.0,0,3,12,6,0,2,1,0,1,6,1,2,3,2,5,5,5,4,0,10.0,0,2,0,1,0
2010,0,34,2,0,2,3,5,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,0,3,0,7,5,0,5,4,1,2,0,7.34,0,5,1,3,0
2010,0,28,2,1,0,3,4,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,5,3,0,12,5,0,5,0,3,2,0,4.36,1,3,1,10,1
2010,0,10,1,0,1,1,2,2,0,0,0,1,1,0,70.0,0,0,11,4,0,2,1,1,1,2,0,6,0,0,5,4,1,2,0,14.3,2,4,1,12,0
2010,1,11,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,9.3,0,2,1,11,0
2010,1,13,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,3,11,4,0,2,1,0,4,5,2,2,3,2,5,5,5,4,0,21.4,2,2,1,1,0
2010,1,13,0,0,1,0,1,2,0,0,1,0,1,0,100.0,0,3,11,4,0,2,1,0,1,5,2,2,2,2,5,5,5,4,0,17.55,2,2,2,10,0
2010,0,0,3,0,1,4,5,2,0,0,0,0,2,0,100.0,0,2,11,4,0,2,2,0,1,3,0,3,5,0,5,4,4,2,0,13.15,0,4,1,2,0
2010,0,20,1,0,2,0,2,1,0,0,0,1,0,0,40.0,0,0,11,4,0,0,2,1,4,3,0,2,5,0,5,4,1,2,0,1.06,1,2,1,6,0
2010,0,31,3,0,1,0,1,1,0,0,0,1,0,0,100.0,0,1,11,4,0,2,2,0,1,3,0,7,5,0,5,4,4,3,0,18.0,2,5,0,7,0
2010,0,11,0,0,1,0,1,2,0,0,1,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,0,5,0,5,4,0,21.48,2,4,1,12,0
2010,0,15,1,0,1,0,1,2,0,0,0,0,2,0,100.0,0,4,11,4,0,2,2,0,1,3,0,5,5,0,5,4,0,3,0,12.0,0,4,2,10,0
2010,0,1,1,0,2,1,3,1,0,0,0,0,1,0,40.0,0,1,11,4,0,2,2,1,1,3,0,7,5,0,2,0,0,2,3,16.0,2,5,1,8,0
2010,0,14,0,0,1,0,1,1,0,0,0,1,0,0,60.0,0,1,11,4,0,2,2,1,5,3,0,12,5,0,5,4,4,3,0,21.35,2,3,1,3,0
2010,1,13,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,1,2,2,2,0,2,5,5,5,4,0,16.35,2,2,1,10,0
2010,0,21,0,1,0,0,1,1,0,0,0,1,0,0,100.0,0,1,11,4,0,2,2,0,1,3,0,12,5,0,5,4,1,2,0,14.4,2,3,1,6,1
2010,0,1,1,0,1,1,2,2,0,0,0,0,1,1,80.0,0,0,11,4,0,2,1,1,1,4,0,6,3,0,5,4,2,2,0,17.0,2,4,1,11,0
2010,1,20,1,0,1,0,1,1,0,0,0,1,0,0,30.0,0,0,11,4,0,2,0,1,4,3,0,2,0,2,5,5,5,4,0,20.49,2,2,1,10,0
2010,0,11,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,4,11,4,0,2,2,0,5,3,0,6,5,0,5,4,1,2,0,23.3,1,4,1,5,0
2010,0,19,1,0,1,0,1,1,0,0,1,0,0,0,100.0,0,1,12,6,0,2,2,0,5,3,0,12,5,0,5,4,2,2,0,19.22,2,3,3,3,0
2010,0,41,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,0,1,4,0,2,1,0,1,3,2,2,1,0,5,4,1,3,0,14.0,2,2,1,10,0
2010,0,34,2,0,1,1,2,1,0,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,0,5,0,5,0,5,4,0,3.25,1,0,2,11,0
2010,0,25,0,0,1,0,1,1,0,0,0,0,1,0,50.0,0,0,11,4,3,2,2,1,2,3,0,12,5,0,2,4,1,2,3,12.45,0,3,1,4,0
2010,0,28,2,0,1,0,1,1,0,0,0,1,0,0,100.0,0,4,11,4,0,2,2,0,1,3,0,7,5,0,5,0,3,3,0,10.25,0,5,0,8,0
2010,1,8,3,0,1,1,2,1,0,0,0,0,1,0,40.0,0,0,11,4,0,2,1,1,4,6,0,12,0,2,5,5,5,4,0,5.26,1,3,2,10,0
2010,0,42,0,1,0,0,1,1,0,0,0,0,1,0,100.0,1,1,11,4,0,2,2,0,5,3,0,7,5,0,5,4,1,2,0,5.3,1,5,2,10,1
2010,1,13,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,3,11,4,0,2,2,0,1,3,0,2,5,2,5,5,5,4,0,18.35,2,2,1,7,0
2010,1,13,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,4,6,2,2,0,2,4,5,5,4,0,20.0,2,2,1,2,0
2010,0,14,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,0,11,4,0,2,2,0,1,3,0,12,5,0,5,4,1,3,3,12.17,0,3,1,2,0
2010,0,42,0,0,2,2,4,2,0,0,0,0,2,0,100.0,0,0,11,4,0,2,2,0,1,3,0,0,5,0,5,4,1,2,0,12.4,0,0,0,3,0
2010,1,5,0,0,1,0,1,1,0,0,1,0,0,0,50.0,0,0,11,4,0,2,1,1,1,4,0,2,2,2,5,5,5,4,0,18.15,2,2,0,7,0
2010,0,0,3,0,1,0,1,1,0,0,0,0,0,1,100.0,0,2,11,4,0,2,2,0,1,3,0,0,5,0,5,4,1,2,0,12.34,0,0,1,11,0
2010,0,17,0,1,0,0,1,1,0,0,0,1,0,0,40.0,0,4,11,4,0,2,2,1,5,3,0,2,5,0,5,4,1,2,0,3.04,1,2,1,12,1
2011,0,15,2,0,1,0,1,1,0,0,0,0,1,0,70.0,0,3,11,4,0,2,2,1,5,3,1,7,5,0,0,4,2,4,0,7.15,0,5,1,11,0
2011,0,7,0,0,1,0,1,1,0,0,0,0,0,1,80.0,0,2,11,4,0,0,1,1,1,5,2,2,3,0,2,4,1,3,0,8.0,0,2,2,10,0
2011,0,8,3,0,1,1,2,2,0,0,0,0,2,0,50.0,0,1,11,4,0,2,2,1,1,3,0,3,5,0,5,4,4,2,0,12.09,0,4,2,1,0
2011,0,28,2,0,1,0,1,1,0,0,0,0,0,1,100.0,0,0,11,4,0,2,2,0,5,3,0,12,5,0,5,4,2,2,0,2.07,1,3,1,2,0
2011,0,14,0,0,1,1,2,1,0,0,0,1,0,0,70.0,0,2,11,4,0,2,2,1,5,3,0,2,5,0,5,4,1,2,0,22.25,1,2,3,9,0
2011,1,41,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,0,0,1,2,0,1,0,2,5,5,5,4,0,10.45,0,1,3,4,0
2011,0,42,0,0,1,2,3,1,0,0,0,0,1,0,80.0,0,0,11,4,0,2,2,1,1,3,0,7,5,0,5,4,1,3,0,16.3,2,5,0,10,0
2011,0,37,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,0,5,4,5,4,0,8.55,0,4,1,9,0
2011,0,30,3,2,0,0,2,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,0,5,0,5,4,5,4,0,11.03,0,0,0,7,1
2011,1,42,0,0,1,0,1,1,0,1,0,0,0,0,30.0,0,0,11,4,0,2,2,1,0,3,0,2,5,2,5,5,5,4,0,20.2,2,2,1,5,0
2011,1,13,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,1,0,0,4,2,6,3,2,5,5,5,4,0,19.05,2,4,1,12,0
2011,1,13,0,0,1,0,1,2,0,0,0,1,0,1,100.0,0,3,4,4,0,2,1,0,1,2,0,6,0,2,5,5,5,4,0,11.28,0,4,1,5,0
2011,0,21,0,0,1,1,2,1,0,0,0,0,1,0,40.0,0,2,11,4,0,2,1,1,4,3,2,7,1,0,5,4,0,3,0,6.5,0,5,1,12,0
2011,1,41,0,0,1,2,3,1,0,0,0,0,1,0,100.0,0,0,11,4,0,3,1,0,4,4,0,12,0,1,5,5,5,4,0,1.25,1,3,1,2,0
2011,1,13,0,0,1,0,1,2,0,0,0,1,1,0,40.0,0,3,11,4,0,2,2,1,1,3,0,6,5,2,5,5,5,4,0,17.05,2,4,3,4,0
2011,0,41,0,0,1,0,1,1,0,0,1,0,0,0,50.0,0,2,11,4,0,2,2,1,2,3,0,2,5,0,5,4,1,3,0,12.44,0,2,1,11,0
2011,0,3,2,1,0,0,1,1,0,0,0,1,0,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,4,3,0,11.2,0,5,2,7,1
2011,0,9,3,0,1,0,1,1,0,0,0,0,0,1,100.0,0,0,11,4,0,2,2,0,2,3,0,9,5,0,5,4,2,2,0,11.49,0,5,3,6,0
2011,1,11,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,3,2,2,0,4,3,0,12,5,2,2,5,5,4,0,19.4,2,3,1,3,0
2011,1,34,2,0,1,0,1,1,0,0,1,0,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,9,5,2,5,5,5,4,0,18.5,2,5,0,3,0
2011,1,41,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,2,5,5,5,4,0,15.16,2,1,1,2,0
2011,0,11,0,0,1,0,1,1,0,0,0,1,0,0,30.0,0,0,11,4,4,2,1,1,4,3,2,2,1,0,2,4,1,2,3,21.55,2,2,1,6,0
2011,0,2,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,0,5,0,5,4,4,3,0,0.2,1,0,0,5,0
2011,1,28,2,0,1,0,1,1,0,0,1,0,0,0,100.0,0,0,11,4,0,2,2,0,3,3,0,2,5,2,5,5,0,2,0,0.1,1,2,1,6,0
2011,0,11,0,1,0,0,1,1,0,0,0,0,1,0,50.0,0,0,11,4,3,2,2,1,0,3,0,12,5,0,2,4,1,2,0,6.45,0,3,3,4,1
2011,1,13,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,2,12,5,2,5,5,5,4,0,6.17,0,3,0,8,0
2011,1,19,1,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,4,3,0,1,5,2,5,5,5,4,0,18.02,2,1,1,12,0
2011,0,11,0,0,1,0,1,2,0,0,0,1,1,0,80.0,0,0,11,4,0,2,2,1,1,3,0,12,5,0,5,4,2,2,0,9.3,0,3,1,1,0
2011,0,13,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,0,11,4,0,2,1,1,1,3,0,12,1,0,5,4,1,3,0,16.2,2,3,1,8,0
2011,1,8,3,0,1,0,1,2,0,1,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,12,5,2,5,5,5,4,0,19.2,2,3,1,7,0
2011,1,20,1,0,1,0,1,2,0,0,1,0,0,1,100.0,0,1,11,4,0,2,2,0,2,3,0,3,5,2,5,5,5,4,0,9.52,0,4,2,9,0
2011,0,3,2,1,0,1,2,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,1,3,0,7,5,0,2,0,0,3,0,18.02,2,5,1,2,1
2011,0,11,0,0,1,0,1,1,0,0,0,0,1,0,120.0,0,0,2,4,0,2,2,1,4,3,0,12,5,0,5,4,1,2,0,1.3,1,3,2,2,0
2011,1,35,1,0,1,0,1,1,0,0,1,0,0,0,30.0,0,2,11,4,0,2,2,1,1,3,0,2,5,2,5,5,5,4,0,19.47,2,2,1,9,0
2011,0,1,1,0,1,1,2,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,0,5,0,5,4,1,2,0,3.05,1,0,1,8,0
2011,1,34,2,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,8.35,0,4,1,11,0
2011,0,42,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,4,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,3,0,12.55,0,5,3,8,0
2011,1,13,0,0,1,0,1,1,0,0,0,0,0,1,30.0,0,3,11,4,0,2,2,1,1,3,2,2,5,2,5,5,5,4,0,19.3,2,2,1,5,0
2011,1,13,0,0,1,0,1,2,1,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,1,2,0,1,3,2,5,5,5,4,0,16.55,2,1,2,9,0
2011,1,13,0,0,1,0,1,2,0,1,0,1,0,0,100.0,0,3,11,4,0,2,1,0,4,2,0,5,0,2,5,5,5,4,0,21.1,2,4,1,11,0
2011,0,8,3,1,0,0,1,1,0,0,0,1,0,0,100.0,0,4,11,4,0,2,2,0,1,3,0,7,5,0,5,4,4,3,0,13.08,0,5,2,8,1
2011,1,3,2,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,1,3,0,7,5,2,2,5,0,3,0,13.24,0,5,1,10,0
2011,1,13,0,1,0,0,1,1,0,0,0,1,0,0,50.0,0,3,11,4,0,2,2,1,4,3,2,12,5,2,5,5,5,4,0,23.55,1,3,3,4,1
2011,0,11,0,0,1,0,1,1,0,0,0,1,0,0,40.0,0,1,11,4,0,0,2,1,1,3,0,2,5,0,5,4,2,2,0,10.15,0,2,1,7,0
2011,1,41,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,3,11,4,0,2,2,0,1,3,0,12,5,2,5,5,5,4,0,13.3,0,3,3,1,0
2011,0,41,0,0,1,0,1,1,0,0,1,0,0,0,100.0,0,1,11,5,0,2,2,1,0,3,0,10,5,0,5,4,1,2,0,5.4,1,5,0,5,0
2011,0,8,3,1,0,1,2,1,0,0,0,0,1,0,100.0,0,1,6,4,0,2,1,1,0,6,0,9,1,0,5,4,1,2,0,17.5,2,5,2,1,1
2011,0,42,0,0,1,0,1,1,0,0,0,0,1,0,50.0,0,2,11,4,0,2,2,1,1,3,0,7,5,0,5,4,1,2,0,17.0,2,5,1,1,0
2011,0,41,0,1,0,2,3,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,4,5,0,5,0,3,3,0,14.19,2,4,1,11,1
2011,0,7,0,0,1,2,3,2,0,0,0,0,2,0,60.0,0,2,11,4,0,4,0,1,1,4,0,5,1,0,5,4,1,2,0,8.54,0,4,2,1,0
2011,0,18,2,0,1,1,2,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,2,0,7.58,0,5,1,5,0
2011,1,20,1,0,1,0,1,1,0,0,1,0,0,0,40.0,0,4,11,4,0,2,1,1,1,6,0,2,2,2,5,5,3,3,3,17.33,2,2,1,6,0
2011,0,7,0,1,0,0,1,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,0,3,0,7,5,0,5,4,4,3,0,21.53,2,5,2,6,1
2011,1,37,3,0,1,1,2,1,0,0,0,1,0,0,80.0,0,1,11,4,0,2,2,1,1,3,0,12,5,2,5,5,5,4,0,18.15,2,3,1,5,0
2011,0,18,2,0,1,0,1,1,0,0,0,0,1,0,100.0,1,4,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,0,0,11.2,0,5,3,12,0
2011,1,41,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,0,11,4,0,2,1,0,1,6,2,2,2,2,5,5,3,2,0,12.55,0,2,1,8,0
2011,1,41,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,19.55,2,2,1,11,0
2011,0,24,2,0,1,0,1,1,0,0,0,0,1,0,100.0,0,4,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,0,0,13.4,0,5,1,3,0
2011,1,17,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,16.2,2,2,1,5,0
2011,0,9,3,0,1,0,1,1,0,0,0,0,1,0,100.0,0,4,11,4,3,2,2,0,5,3,0,7,5,0,2,4,4,2,0,1.15,1,5,2,5,0
2011,0,24,2,0,2,0,2,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,0,3,0,12,5,0,5,4,1,2,0,6.0,0,3,0,12,0
2011,0,20,1,1,0,0,1,1,0,0,0,1,0,0,100.0,0,0,10,4,0,2,2,0,1,3,0,12,5,0,2,0,0,2,0,17.55,2,3,0,9,1
2011,0,21,0,0,1,1,2,1,0,0,0,1,0,0,40.0,0,0,11,4,0,2,0,1,1,5,2,2,1,0,5,4,1,3,0,17.14,2,2,0,9,0
2011,1,27,2,0,1,0,1,1,0,0,0,1,0,0,100.0,0,4,11,4,0,2,2,0,1,3,0,7,5,2,2,5,3,3,0,14.25,2,5,1,7,0
2011,0,35,1,1,0,3,4,1,0,0,0,0,1,0,100.0,0,0,11,4,3,2,2,0,5,3,0,7,5,0,2,4,4,2,0,20.58,2,5,2,2,1
2011,0,1,1,0,1,1,2,1,0,0,0,0,0,1,100.0,0,2,11,4,0,2,2,0,2,3,0,9,5,0,5,4,2,3,0,16.5,2,5,1,7,0
2011,1,7,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,18.0,2,1,3,9,0
2011,1,13,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,3,11,4,0,2,2,1,1,3,2,2,5,2,5,5,5,4,0,14.15,2,2,1,1,0
2011,1,41,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,21.14,2,2,2,5,0
2011,0,25,0,1,0,1,2,1,0,0,0,0,1,0,100.0,0,0,11,4,3,2,2,0,5,3,0,12,5,0,2,4,4,3,0,1.28,1,3,0,4,1
2011,1,25,0,0,1,0,1,2,0,0,0,1,1,0,40.0,0,0,11,4,0,3,2,1,1,3,0,6,5,1,5,0,3,3,0,16.2,2,4,1,4,0
2011,0,1,1,0,1,1,2,1,0,0,1,0,0,0,100.0,0,2,11,4,0,2,2,0,5,3,0,7,5,0,5,4,4,2,3,23.0,1,5,2,12,0
2012,0,1,1,1,1,2,4,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,5,3,0,7,5,0,5,4,4,2,0,23.41,1,5,0,7,1
2012,0,11,0,0,1,0,1,1,0,0,0,1,0,0,60.0,0,0,11,5,0,2,2,1,2,3,2,2,5,0,5,4,1,2,0,6.17,0,2,3,5,0
2012,0,41,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,0,11,4,0,4,2,1,1,3,0,6,5,0,5,4,2,2,0,9.36,0,4,0,6,0
2012,0,13,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,0,11,4,0,0,2,1,1,3,0,2,5,0,5,4,1,3,0,14.3,2,2,1,11,0
2012,0,37,3,0,1,0,1,2,0,0,0,1,0,1,100.0,0,0,1,4,0,2,1,0,1,4,0,5,1,0,5,4,2,2,0,10.39,0,4,1,3,0
2012,0,7,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,2,3,0,10,5,0,5,4,1,3,0,12.43,0,5,3,10,0
2012,1,41,0,0,2,0,2,1,0,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,7,5,2,5,5,5,4,0,17.45,2,5,2,3,0
2012,0,10,1,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,7,5,0,5,4,4,2,0,5.0,1,5,1,3,0
2012,0,36,2,0,1,1,2,2,0,0,0,2,0,0,50.0,0,4,11,4,0,2,2,1,1,3,0,2,5,0,5,4,4,2,0,15.53,2,2,2,9,0
2012,0,42,0,0,1,1,2,2,0,0,0,0,2,0,100.0,0,0,11,4,0,2,2,1,3,3,0,4,5,0,5,4,4,0,0,22.2,1,4,2,12,0
2012,0,3,2,0,1,4,5,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,1,3,0,10,5,0,5,4,1,2,0,13.35,0,5,1,8,0
2012,0,8,3,1,0,0,1,1,0,0,0,1,0,0,70.0,0,4,11,4,0,2,2,1,5,3,0,2,5,0,5,4,1,2,0,7.33,0,2,1,9,1
2012,0,35,1,0,1,1,2,2,0,0,1,0,1,0,50.0,0,2,11,4,0,2,1,1,4,4,0,5,2,0,5,4,1,2,0,7.0,0,4,1,12,0
2012,0,11,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,0,11,4,0,2,2,0,5,3,0,2,5,0,5,4,1,2,0,22.5,1,2,2,12,0
2012,0,8,3,0,1,0,1,1,0,0,0,1,0,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,3,0,18.4,2,5,0,3,0
2012,0,41,0,0,1,0,1,1,0,0,0,0,0,1,40.0,0,0,11,4,0,2,1,1,5,3,0,2,2,0,5,4,1,2,0,22.58,1,2,3,3,0
2012,0,35,1,0,1,0,1,1,0,0,0,1,0,0,90.0,0,0,11,4,0,2,2,1,1,3,0,12,5,0,5,4,1,2,0,11.54,0,3,1,10,0
2012,1,41,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,16.0,2,2,3,11,0
2012,0,35,0,0,1,0,1,1,0,0,0,0,1,0,120.0,0,2,11,4,0,2,2,1,2,3,0,7,5,0,5,4,2,2,0,11.51,0,5,0,10,0
2012,1,11,0,1,0,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,12,5,2,5,5,5,4,0,22.18,1,3,0,12,1
2012,0,5,0,1,0,2,3,1,0,0,0,0,1,0,100.0,0,2,11,4,3,2,2,0,2,3,0,10,5,0,5,4,2,3,0,14.09,2,5,2,9,1
2012,0,9,3,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,7,5,0,5,0,3,2,0,21.45,2,5,3,1,0
2012,0,7,0,1,0,4,5,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,7,5,0,5,4,3,3,0,3.3,1,5,1,5,1
2012,0,13,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,0,11,4,0,0,2,1,1,3,0,2,5,0,5,4,0,3,0,20.15,2,2,1,4,0
2012,1,35,1,0,1,0,1,2,0,0,0,1,1,0,40.0,0,0,11,4,0,2,1,1,1,4,0,2,3,2,5,5,3,3,0,15.0,2,2,1,4,0
2012,0,2,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,5,3,0,7,5,0,5,4,4,2,0,21.54,2,5,2,6,0
2012,0,35,1,0,2,0,2,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,1,3,0,7,5,0,5,4,0,3,0,10.37,0,5,1,10,0
2012,0,11,0,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,7,5,0,5,4,5,4,0,20.31,2,5,1,9,0
2012,0,26,2,1,0,1,2,1,0,0,0,0,1,0,70.0,0,2,11,4,0,2,2,1,1,3,0,7,5,0,5,4,1,2,0,10.27,0,5,3,6,1
2012,1,13,0,1,0,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,1,5,0,2,3,2,5,5,5,4,0,18.4,2,2,1,9,1
2012,0,23,3,0,3,1,4,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,4,3,0,12.58,0,5,2,8,0
2012,1,37,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,14.15,2,4,1,9,0
2012,1,24,2,0,1,0,1,1,0,0,0,0,0,1,30.0,0,0,11,4,0,2,2,1,1,3,0,12,5,2,5,5,5,4,0,20.29,2,3,2,7,0
2012,0,41,0,0,1,0,1,2,0,0,0,1,0,1,100.0,0,2,11,4,0,2,2,0,1,3,0,6,5,0,5,4,4,0,0,7.32,0,4,1,4,0
2012,0,37,3,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,0,5,0,5,4,0,21.27,2,1,1,4,0
2012,1,8,3,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,10.45,0,2,1,6,0
2012,0,34,2,0,2,1,3,1,0,0,0,0,1,0,50.0,0,0,11,4,0,2,2,1,0,3,0,7,5,0,5,4,1,2,0,6.27,0,5,1,11,0
2012,0,5,0,0,1,0,1,1,0,0,0,0,0,1,100.0,0,0,11,4,0,2,0,0,5,5,0,7,1,0,5,4,2,3,0,5.57,1,5,1,9,0
2012,0,5,0,0,2,0,2,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,4,2,0,18.52,2,5,0,6,0
2012,0,20,1,0,2,0,2,1,0,0,0,0,1,0,120.0,0,0,11,4,0,2,2,1,1,3,0,12,5,0,5,4,2,3,0,7.47,0,3,3,11,0
2012,0,0,3,0,1,0,1,1,0,0,0,0,1,0,50.0,0,2,11,4,4,2,2,1,2,3,0,10,5,0,5,4,1,3,0,13.55,0,5,1,11,0
2012,1,20,1,0,1,0,1,2,0,0,0,0,1,0,100.0,0,0,11,4,0,2,1,0,1,6,0,5,3,2,5,5,5,4,0,13.2,0,4,3,1,0
2012,1,12,3,0,1,0,1,1,0,0,1,0,0,0,40.0,0,3,11,4,0,2,2,1,4,3,0,2,5,2,5,5,5,4,0,21.07,2,2,0,5,0
2012,0,9,3,0,1,1,2,1,0,0,0,0,0,1,100.0,0,0,11,4,0,2,2,0,5,3,0,7,5,0,5,4,2,2,0,4.4,1,5,1,6,0
2012,0,3,2,0,1,0,1,1,0,0,0,1,0,0,100.0,0,2,11,4,0,2,2,0,1,3,0,2,5,0,5,4,2,3,0,10.38,0,2,1,6,0
2012,0,2,0,0,2,0,2,1,0,0,0,1,0,0,50.0,0,0,11,4,0,2,2,1,1,3,0,2,5,0,5,4,4,2,0,9.26,0,2,0,10,0
2012,0,41,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,2,11,4,0,2,1,1,1,6,2,10,1,0,5,4,1,0,0,13.35,0,5,2,7,0
2012,0,42,0,0,1,0,1,1,0,0,0,1,0,0,50.0,0,4,11,4,0,2,1,1,1,4,2,2,2,0,5,4,1,3,0,10.0,0,2,1,4,0
